the_geom,RouteID,RouteName,RouteNameS,Region,RegionType,TOOLTIP,NLA_URL
"MULTILINESTRING ((-118.32110837100008 34.119675535000084, -118.32111507700007 34.11935467000009, -118.32118213200012 34.119181469000104, -118.32131356000006 34.118974960000095, -118.32141548400004 34.118849500000096, -118.3214610820001 34.11875290600009, -118.32154154800007 34.118555278000066, -118.3215469120001 34.11837319300006, -118.32155764100008 34.1177403350001, -118.3215522770001 34.1171207950001, -118.3215469120001 34.11668778000009, -118.3215469120001 34.1162436600001, -118.32153886600008 34.11572403700009, -118.32153350100009 34.11538650300005, -118.32153081900009 34.11471587100008, -118.32153081900009 34.11419623800006, -118.32152277200011 34.11342122500006, -118.32151472600009 34.11320359800008, -118.3214503530001 34.1127594600001, -118.32147449300011 34.11257958400009, -118.3214959500001 34.11239304500006, -118.3215174080001 34.112053276000076, -118.32151874900008 34.11183897700008, -118.3215039970001 34.11135818900008, -118.3215039970001 34.110965119000106, -118.3214959500001 34.11049432000007, -118.32150802000005 34.11027890600011, -118.32150131500009 34.11010568700008, -118.32150131500009 34.1096615330001, -118.32149326800011 34.10921737600009, -118.32149326800011 34.10898419300006, -118.3215469120001 34.10879542500007, -118.32165956500008 34.10838013400011, -118.3217078450001 34.108193586000056, -118.32172125600012 34.10790265900008, -118.32169443400011 34.107494026000076, -118.32169443400011 34.10704541600009, -118.32169175100005 34.10668563900007, -118.32168638700006 34.10646355300006, -118.32160592100009 34.1063080920001, -118.32141816600006 34.105992729000064, -118.32133233500006 34.10585947600007, -118.32132428900009 34.105552995000075, -118.32134306400009 34.10532424300008, -118.32160055600009 34.105325354000094, -118.32195192600005 34.10532868500011, -118.3225956560001 34.10529537200009, -118.32369536200008 34.10529981400007, -118.32413926700006 34.10530314500008, -118.3252698180001 34.1052598370001, -118.3252966400001 34.10491781900007, -118.32531541600007 34.10445587000007, -118.32526713600011 34.10389397700008, -118.32526445400009 34.103685210000066, -118.32525104300008 34.10315884700007, -118.32525104300008 34.102632480000096, -118.32525104300008 34.101990620000066, -118.3252698180001 34.10155086500007, -118.3242867890001 34.101564191000115, -118.32377851000007 34.10156197000007, -118.32376509900007 34.101419827000065, -118.32376778100007 34.100997837000115, -118.32375705200009 34.100582508000095, -118.32375705200009 34.100060568000096, -118.32374900600007 34.09986067500009, -118.32376241700008 34.09933873000009, -118.32376778100007 34.09878346600008, -118.32375437000007 34.098239304000096, -118.32376778100007 34.098092713000064, -118.32404673100007 34.0980771650001, -118.32463145300007 34.098063839000105, -118.32561045900007 34.09806828100008, -118.32644730800008 34.098072723000065, -118.32658678300008 34.098072723000065, -118.32656666600008 34.09828594700011, -118.3265599610001 34.09902778300009, -118.32657337200011 34.09964856600007, -118.32659483000009 34.100169398000084, -118.3266082410001 34.100553635000075, -118.3265841010001 34.10101782600006, -118.3265894650001 34.1014242690001, -118.3265894650001 34.10189289700006, -118.3265841010001 34.10238817400008, -118.32661092300009 34.102970066000104, -118.32663506300008 34.10341425500011, -118.32664310900009 34.10369631400008, -118.32626223600012 34.10368076800009, -118.32548439500009 34.1036696630001, -118.32515180100006 34.10366078000008, -118.32515850700008 34.103885094000105, -118.32518398800012 34.104902273000086, -118.32517862300006 34.10518654800009, -118.32485407600005 34.10518432700011, -118.32400381600006 34.10518654800009, -118.3233547210001 34.105199873000096, -118.32237571500008 34.1051954320001, -118.32151204300008 34.105213199000076, -118.32117676700005 34.105224303000085, -118.32119286100011 34.10543973000009, -118.32121163600011 34.105923882000106, -118.32131087800008 34.10606601800007, -118.32142084800007 34.10622814100006, -118.32156837000008 34.10647243600008, -118.32158982800006 34.106750044000115, -118.32158714500008 34.10717200500008, -118.32158714500008 34.1075761970001, -118.32160055600009 34.10799815400006, -118.32159251000007 34.108242444000076, -118.32150667900008 34.10853114900008, -118.32143157700007 34.1088576070001, -118.32142621300007 34.10910189500007, -118.32144230600011 34.10952162300006, -118.32144230600011 34.10987472700006, -118.32144230600011 34.110025739000065, -118.32143157700007 34.110500982000104, -118.32142621300007 34.1109229250001, -118.32142353100011 34.11131155400008, -118.32143157700007 34.11169240900009, -118.32143425900004 34.11202218600008, -118.32142084800007 34.11229977500009, -118.32141548400004 34.112444121000095, -118.32137525100006 34.11266174900007, -118.32135647500006 34.11281053600007, -118.32138329700007 34.113077019000094, -118.32140743700006 34.113215812000114, -118.32143425900004 34.11361220300009, -118.32144767000005 34.113909773000074, -118.3214718100001 34.114185135000106, -118.3214798570001 34.114571529000074, -118.32146912800012 34.11484688900007, -118.32146376400009 34.11522439700011, -118.32146242300007 34.1154908720001, -118.3214610820001 34.11594609900007, -118.32145303500009 34.11626808700007, -118.3214664460001 34.116539000000074, -118.32146376400009 34.11696202300007, -118.3214959500001 34.11735617600008, -118.32150667900008 34.117627086000056, -118.32150131500009 34.11789799500011, -118.32149326800011 34.11817112300005, -118.32149863200011 34.118413163000106, -118.3214852210001 34.1185641600001, -118.32143560100009 34.11867851800005, -118.32135915800006 34.11881952200006, -118.32120627200008 34.11898384200007, -118.32108557200009 34.11917702800006, -118.32103997500008 34.11936577300006, -118.32102656400006 34.119532312000075, -118.32102924600008 34.119906468000096, -118.3210077880001 34.12003303700007, -118.32099437700009 34.12013518000006, -118.3211486040001 34.120137401000115, -118.32120224800009 34.1200963210001, -118.3211486040001 34.12001305200008, -118.32111910000008 34.119968642000096, -118.32110568900009 34.11984984500006, -118.32110837100008 34.11969440900007))",89,Beachwood Canyon,BC,7,Community Dash,Beachwood Canyon,"http://www.ladottransit.com/dash/?nla_win=p,75,75"
"MULTILINESTRING ((-118.2100555300001 34.06038591100006, -118.21020573400004 34.06014148300009, -118.21029692900008 34.05997482700011, -118.21034789100008 34.05972817600011, -118.2102674250001 34.05950152300009, -118.21005016600007 34.059283757000095, -118.20986509300006 34.0591037670001, -118.2097470760001 34.05893266500007, -118.20968806700006 34.05876156200006, -118.2097524400001 34.05855046100007, -118.20992410200004 34.05824825300008, -118.2100608940001 34.058021596000096, -118.21013063200007 34.05790826700011, -118.21018427600006 34.05781827000008, -118.21011990300008 34.05772716300007, -118.20984900000008 34.05759494500009, -118.20955529800004 34.057493838000056, -118.20915028500008 34.05731717700011, -118.20861250200012 34.057093850000086, -118.20815518500007 34.05689274500006, -118.2077743110001 34.05672274900011, -118.20735991000011 34.05653608700007, -118.20694685000005 34.056352758000095, -118.20671752100009 34.056224983000085, -118.20625215800008 34.05606387500009, -118.20592761000007 34.055909433000096, -118.20564463700008 34.0558005450001, -118.20523694200006 34.055629437000086, -118.20504784600006 34.055522771000064, -118.20486679700008 34.05539166100007, -118.20457577700006 34.05528944000006, -118.20420295000007 34.05514944100006, -118.2035484910001 34.05482722100007, -118.20315823000008 34.05466722100008, -118.20299327400012 34.0545949990001, -118.20298656800009 34.054489443000115, -118.20317700500009 34.05417166400011, -118.20336476000006 34.053902774000086, -118.20359140600011 34.053522770000065, -118.2035967710001 34.0533994350001, -118.2036758960001 34.05325721100011, -118.20379659500009 34.053076096000076, -118.2038408520001 34.05298831700006, -118.20370405900007 34.05293164900011, -118.20343986200008 34.05277164600008, -118.20302143700007 34.0526171980001, -118.20257753100009 34.052420527000066, -118.2021014390001 34.0522227440001, -118.20157975000005 34.05199162600011, -118.20104330800007 34.05177050800009, -118.20056855700005 34.051553833000106, -118.20044517500008 34.051486053000104, -118.20024400900006 34.051398272000064, -118.19994092000007 34.05128604600006, -118.19949030900005 34.05109603800006, -118.19903969800008 34.05091269700009, -118.19862663700006 34.05071713300007, -118.19838389800007 34.050602683000115, -118.19814786300009 34.05048378900009, -118.19802179900006 34.050441564000074, -118.19764629000007 34.050312669000085, -118.19726273400012 34.050141549000074, -118.19691002400009 34.04998598500007, -118.19678798300009 34.04990153600008, -118.1966042520001 34.049833755000094, -118.19651439800008 34.049810420000064, -118.19651708000009 34.04976152800007, -118.19655865400004 34.04968374600006, -118.19669276500008 34.04946595500011, -118.19680273500006 34.049287056000054, -118.19696098600006 34.04905370700008, -118.19706961500009 34.04886925100008, -118.1972654160001 34.048562563000104, -118.19729626200005 34.04846033300007, -118.19736331700005 34.0483592150001, -118.19739818600009 34.04829809900011, -118.1974196430001 34.04821698200008, -118.19736868100006 34.04816475600009, -118.19717824500009 34.048066971000054, -118.19699719500011 34.048006966000095, -118.1965908410001 34.0478213960001, -118.19636285300008 34.04771138700008, -118.19590151300008 34.0475335950001, -118.19561854000005 34.0474135850001, -118.19512367200008 34.0471957880001, -118.1947454810001 34.0470291070001, -118.1943605840001 34.04685798000006, -118.19402262600009 34.04672907900008, -118.19364979900008 34.04655684100007, -118.19354653400006 34.04649794700006, -118.19340840000007 34.046410160000086, -118.19301679700008 34.0462723690001, -118.19276467000007 34.046167915000105, -118.19248169700006 34.0460534590001, -118.19218263000012 34.04604345800007, -118.19191306800008 34.04604012400009, -118.19183126100006 34.04603123400009, -118.19168239800005 34.0460156770001, -118.19144100000007 34.04602567800007, -118.19049283900004 34.046041235000104, -118.18983435600006 34.04604345800007, -118.18952456100008 34.04603456800007, -118.18929523200006 34.046023456000086, -118.18892240500008 34.04604679100007, -118.18839132800008 34.04603456800007, -118.18794742200011 34.04604012400009, -118.18754643200009 34.046045680000105, -118.1871615350001 34.04604345800007, -118.18696171000012 34.04604345800007, -118.18676859100009 34.046033457000114, -118.18640515200008 34.04605012500011, -118.18601489100008 34.04604790300008, -118.18586736900009 34.04602678900008, -118.18561524200008 34.045939003000086, -118.1853470210001 34.04584677100011, -118.18513914900007 34.0458123230001, -118.1849245730001 34.04581343400006, -118.18479046200007 34.04581843500009, -118.1847099960001 34.045808989000115, -118.18470597300006 34.04572398000008, -118.18472072500009 34.045627859000064, -118.18468987900008 34.045435616000105, -118.18468719700007 34.04515225200007, -118.18468451500009 34.04491000300007, -118.18467780900009 34.0445655180001, -118.18468853800012 34.04429882000009, -118.1846912210001 34.04406545800006, -118.18468451500009 34.04381653700009, -118.18469524400007 34.04351427600008, -118.1846912210001 34.04323201700007, -118.18468719700007 34.04294086600007, -118.1846751270001 34.04263637900008, -118.18466037500009 34.042440796000086, -118.1846670810001 34.04237967600009, -118.1847153600001 34.042360785000064, -118.1849487130001 34.04238412100009, -118.18558171400007 34.04237078600008, -118.18615973000009 34.04238189900011, -118.18666264400008 34.04234744900007, -118.18690136100008 34.04234633800011, -118.18704351800005 34.04235411700009, -118.18705692900011 34.04224632400011, -118.18705827000007 34.0420829660001, -118.18704888200004 34.04186960100006, -118.18704217700008 34.041651791000085, -118.1870448590001 34.04152288200007, -118.18704083600011 34.041396196000086, -118.18707302200012 34.041165048000074, -118.18704217700008 34.04100057800006, -118.18703681200009 34.040780542000086, -118.18702340100008 34.040642742000074, -118.18703010700004 34.040490494000075, -118.18703547100007 34.0403149100001, -118.1870153550001 34.04009487200008, -118.18702474200005 34.03984038400009, -118.1870153550001 34.039578116000065, -118.18702206000006 34.03920138200008, -118.18701937800004 34.038912440000075, -118.18702608300009 34.03866350500007, -118.18701669600006 34.03841456900009, -118.18706631700007 34.03819119200009, -118.18700730800009 34.03798226300009, -118.18701803700009 34.03769998500011, -118.18701803700009 34.03739436800007, -118.18701401400006 34.03702318100009, -118.18700864900006 34.03669644600009, -118.18699792000007 34.03639415900009, -118.18701401400006 34.03621189800007, -118.18702340100008 34.03603519300006, -118.18774759800009 34.03603519300006, -118.18938374500009 34.03604852900006, -118.19243609900009 34.036021856000076, -118.1924253700001 34.035003850000095, -118.19243073500009 34.03422588900006, -118.19239318400008 34.033203415000095, -118.19218397100008 34.03321675200008, -118.19206059000008 34.03314562300009, -118.19130957100009 34.033154514000074, -118.19068729900012 34.033203415000095, -118.18994164500009 34.03319007800011, -118.18922817700007 34.03321675200008, -118.18862199800007 34.033225643000065, -118.18742573300005 34.03321675200008, -118.18741768600005 34.033086719000075, -118.18744182600005 34.03296668800007, -118.18741500400006 34.0326755030001, -118.18740695700006 34.032388761000085, -118.18741500400006 34.03207645700011, -118.18740427500008 34.03177748800008, -118.18740829800011 34.03143961900006, -118.18742975600009 34.03135404000009, -118.18740159300006 34.03104951100008, -118.18739354600005 34.03078054800009, -118.1873814760001 34.030401551000104, -118.18738013500008 34.03009702000006, -118.18738549900007 34.02975469800007, -118.1873814760001 34.02943015800006, -118.18742707400007 34.02912562300006, -118.18748474100009 34.02896557400007, -118.18744987200006 34.02886221000009, -118.18744048500008 34.028623248000066, -118.18744182600005 34.028415406000114, -118.18744853100009 34.028173109000114, -118.1874378030001 34.027847452000096, -118.18743914400007 34.027509567000074, -118.1874378030001 34.02733062000008, -118.18742707400007 34.0272261420001, -118.18747535300007 34.027059422000065, -118.18744182600005 34.02689937000006, -118.18743914400007 34.02660149400007, -118.18743914400007 34.02649923800007, -118.18742170900008 34.026372530000096, -118.18740561600009 34.02631139800011, -118.18733587900012 34.026276942000074, -118.18718969800004 34.02627916500009, -118.18707436300008 34.0262847220001, -118.18688660900006 34.0262891680001, -118.18660229400005 34.026282500000065, -118.18641185800008 34.02625915800011, -118.18599477400012 34.0262891680001, -118.18560317200007 34.026282500000065, -118.18435728600008 34.02629250300007, -118.18418830600005 34.02629250300007, -118.18390667400006 34.0262691620001, -118.18378731600006 34.02624915500011, -118.18375781200007 34.02620136100009, -118.18376317600007 34.025993514000085, -118.1837618350001 34.025654510000074, -118.18374708300009 34.02527215700011, -118.1837430600001 34.024946488000104, -118.18373367200007 34.02464082500009, -118.18373099000007 34.024317377000074, -118.18378731600006 34.0241651000001, -118.18374708300009 34.02407284500007, -118.18375781200007 34.02398281200007, -118.18383023100007 34.02394835500011, -118.18407833600008 34.02395502500011, -118.18434521600007 34.02397169700007, -118.18471401900008 34.02397280900008, -118.18514183200007 34.02398837000007, -118.18564340500006 34.02397058600011, -118.18604305400008 34.02397725500006, -118.18621739700006 34.02398725800007, -118.18657279000006 34.02398058900011, -118.18683967000008 34.02397392000009, -118.18714678300007 34.02396725100007, -118.18736136000007 34.02397725500006, -118.18741232200006 34.02399170400005, -118.1873761120001 34.0241395350001, -118.18738415800011 34.02435850300006, -118.18739756900008 34.024595253000065, -118.18739622800007 34.0249098080001, -118.18739086400006 34.02530661300009, -118.1873895230001 34.02547667100007, -118.18740025200009 34.0256989700001, -118.18740025200009 34.0259846220001, -118.1873948870001 34.02624693200008, -118.18740427500008 34.02655592400007, -118.18739622800007 34.0268060060001, -118.1873948870001 34.02705275300011, -118.1874109800001 34.02720280200007, -118.18740963900008 34.02738285900009, -118.18739354600005 34.027554025000065, -118.18740695700006 34.02771185300006, -118.18740293400008 34.027865235000064, -118.18740427500008 34.028174221000064, -118.1874136630001 34.02838428600009, -118.18740829800011 34.0286221370001, -118.18740695700006 34.0289633520001, -118.18740427500008 34.02911339700009, -118.18737343000008 34.02918230600008, -118.1873452660001 34.02937569700006, -118.18731173900012 34.02959465100006, -118.18733587900012 34.029741361000085, -118.18733990200006 34.0299114100001, -118.18734660700007 34.03018815700008, -118.18734392500009 34.030497134000065, -118.18735599500009 34.031032840000115, -118.18734929000009 34.0312873550001, -118.18734794900007 34.031361820000065, -118.1873090570001 34.03150408100007, -118.1873211260001 34.03165412200011, -118.18732783200011 34.031857510000094, -118.18733990200006 34.03207201100006, -118.18735331300007 34.03219871100007, -118.18734794900007 34.032465448000075, -118.1873627010001 34.03284110100006, -118.18733319600005 34.0329922500001, -118.1873452660001 34.033117838000095, -118.1873452660001 34.0331800760001, -118.18736136000007 34.03339012900009, -118.1881231070001 34.033387906000065, -118.18867296000008 34.033367901000105, -118.18978607700006 34.03335901000006, -118.19005161500009 34.033363455000064, -118.19067657000012 34.03335901000006, -118.19137930900007 34.033341227000086, -118.19190502200006 34.033336782000084, -118.1920444970001 34.03329677200006, -118.19213569200008 34.033274544000086, -118.1923502680001 34.033270099000084, -118.1923502680001 34.03359906900008, -118.19236636200007 34.03412808800008, -118.19235563300009 34.0344659460001, -118.1923449040001 34.034674884000054, -118.1923824550001 34.03597740200011, -118.1893730160001 34.03597740200011, -118.1880480050001 34.03599073900009, -118.1869590280001 34.03598184800009, -118.1869590280001 34.03621745500008, -118.18695500500007 34.036657549000076, -118.18695500500007 34.03699984300008, -118.18697512100009 34.03738881100006, -118.18697646300005 34.03754328700009, -118.18696171000012 34.037724434000076, -118.18697512100009 34.0378366790001, -118.1869402530001 34.03799115300009, -118.18696573400005 34.03807005800011, -118.18696841600007 34.038247870000106, -118.18696841600007 34.03843679500009, -118.18697646300005 34.038607939000066, -118.18697512100009 34.03873351800011, -118.18698182700008 34.0388957700001, -118.1869778040001 34.0390624670001, -118.18697512100009 34.03920693800009, -118.1869724390001 34.03937363500009, -118.18698853300009 34.0395225500001, -118.18697512100009 34.03970369300007, -118.1869778040001 34.03985260800008, -118.18698719100007 34.0400337510001, -118.18697109800006 34.0402026680001, -118.1869643930001 34.04095612600006, -118.18698585000011 34.041316183000085, -118.18698719100007 34.041510658000085, -118.18698987400006 34.0418329290001, -118.1869965790001 34.04211741600008, -118.18698182700008 34.04229188600008, -118.1868235770001 34.04230966600009, -118.18650975800004 34.04230966600009, -118.18602562000008 34.04230188700009, -118.18558171400007 34.042316334000105, -118.18497419400006 34.042316334000105, -118.1847099960001 34.04231411100008, -118.18462282400009 34.042323001000085, -118.18460002500007 34.04239967900006, -118.1846013670001 34.042606375000084, -118.1846255060001 34.042747506000104, -118.18463221200005 34.04296642500007, -118.18462416500006 34.043295359000105, -118.18462818900008 34.04355205900006, -118.1846255060001 34.04385098600009, -118.18462953000005 34.04415213500008, -118.18462014200007 34.04447106300009, -118.18462818900008 34.04477665400007, -118.18464428200006 34.04507557700006, -118.18463623500008 34.045373388000066, -118.18464562300011 34.04569342200009, -118.1846308710001 34.04579009800008, -118.18464025900012 34.045861217000066, -118.18495944100009 34.04586232800009, -118.18503320200004 34.045850105000085, -118.1853228810001 34.0458801080001, -118.18563535800006 34.0459901190001, -118.18577617400005 34.04603456800007, -118.1859344240001 34.046090129000085, -118.18640515200008 34.04608901800006, -118.18683967000008 34.0460956850001, -118.18705290600008 34.04609346300006, -118.18729296300008 34.04609901900009, -118.18761348700008 34.04608790700011, -118.18819284400007 34.04608790700011, -118.18876549600009 34.04608568400008, -118.18926572800007 34.046083462000105, -118.18965196600011 34.04609235200011, -118.18989470600006 34.04609901900009, -118.19011867000005 34.0460745720001, -118.19050893200006 34.0460790170001, -118.1908737120001 34.0460745720001, -118.19127067900008 34.04607234900007, -118.19170385600006 34.04607123800006, -118.1919653710001 34.04607790600008, -118.19219201800006 34.04609346300006, -118.19234624500007 34.04607790600008, -118.19262251300006 34.04614791300006, -118.19288805100007 34.046259035000084, -118.19312542700011 34.04639015900009, -118.19341510500008 34.046502392000065, -118.19370076100006 34.0466268480001, -118.19395691200009 34.0467313020001, -118.19425463700009 34.046865759000106, -118.19468647200006 34.04705910900007, -118.19508880400008 34.04723690300009, -118.19537043600008 34.0473546910001, -118.19564402100008 34.0474758120001, -118.19580361200008 34.047540262000076, -118.1959833200001 34.04760804500009, -118.19610402000006 34.047700275000096, -118.19647550600006 34.04782917400011, -118.19681212300009 34.047978075000096, -118.1971004610001 34.04811364100007, -118.19735124700009 34.04822587200008, -118.1973646580001 34.04827920900008, -118.19721713700005 34.04848033500011, -118.19716885700007 34.04859367600009, -118.19701999400009 34.04882591400011, -118.19684028600004 34.049122601000114, -118.19663509700007 34.04945484400006, -118.19662571000008 34.0495115140001, -118.19657743000009 34.049589296000114, -118.1965036690001 34.04971041400009, -118.1964527070001 34.049820421000085, -118.19647014100006 34.0498904240001, -118.19654256100006 34.04991598100006, -118.1968617440001 34.05006599000009, -118.19712191800012 34.05015488300009, -118.19745183000008 34.05029600100008, -118.1977254150001 34.05042267400009, -118.1980405750001 34.050557125000104, -118.1982082130001 34.0506504630001, -118.1984187660001 34.05071046600008, -118.19869503400007 34.05083158200009, -118.19892704500006 34.05093380900011, -118.19925561500008 34.05107381500008, -118.19954529400006 34.05120937600007, -118.19997310600009 34.05138382700009, -118.20020377600008 34.05147271900009, -118.2006651160001 34.05168717100006, -118.20098429900008 34.051824954000075, -118.2014429570001 34.05202940500007, -118.20176750400009 34.05217829800009, -118.20259362500008 34.052518307000106, -118.20289939600008 34.05264719900007, -118.20333391400011 34.0528527590001, -118.20352032800008 34.05292387100011, -118.20370271800012 34.05301387300008, -118.20366114400008 34.0531216530001, -118.20356324300008 34.05323387700006, -118.20346936600008 34.05341610200006, -118.2034425440001 34.053498325000106, -118.20337683000007 34.05369166100011, -118.20319578100009 34.053969441000085, -118.2031501830001 34.05409166400009, -118.20304557700007 34.054270554000055, -118.20291817200007 34.054464999000096, -118.2028430700001 34.054556110000114, -118.20283502300009 34.05463611000008, -118.20286452800008 34.05471722100007, -118.20296108700006 34.054780554000075, -118.20315286500009 34.05485944300009, -118.2034116980001 34.054983887000084, -118.20383951100008 34.05514388600009, -118.2042498890001 34.05532499500006, -118.20462808000008 34.05548610500009, -118.20483863400005 34.055606104000084, -118.20517391000008 34.05572610200009, -118.20562988500006 34.05593165500008, -118.20644795900007 34.05627498200008, -118.20694416800006 34.0564916440001, -118.20734515800005 34.0566727510001, -118.20765629400005 34.0567960810001, -118.20799157000012 34.05696385400009, -118.2083871960001 34.05711940500007, -118.20884987700008 34.05733606500011, -118.20920527000011 34.05748050500009, -118.2095874850001 34.057634944000064, -118.2097792630001 34.05776049500006, -118.2102620600001 34.057954932000065, -118.2106979190001 34.058127147000086, -118.2111994920001 34.05835491500009, -118.2116648550001 34.058560461000106, -118.21211814900009 34.058772673000114, -118.21248561100009 34.05891044400008, -118.21275249100006 34.05906376900007, -118.21298450200011 34.059242648000094, -118.21320444300005 34.0594493030001, -118.21337610500007 34.059640403000095, -118.21355044800009 34.059842613000086, -118.21378514200005 34.060089264000084, -118.21402385800009 34.060341470000054, -118.21418747300008 34.06050923600006, -118.21425318700005 34.0605747870001, -118.21426928000005 34.060609229000114, -118.21415662800007 34.060707000000065, -118.2139702140001 34.060855878000076, -118.21369662900008 34.061023643000084, -118.21345791200008 34.061198074000096, -118.21314141200008 34.06139139200011, -118.2126840950001 34.06171358800007, -118.2116299870001 34.062361308000085, -118.21127861700005 34.062560179000094, -118.21120083300006 34.06261572900011, -118.21113243700006 34.0625712890001, -118.21105465300008 34.06247463100008, -118.2109715040001 34.06237130700007, -118.2107649740001 34.062155771000086, -118.21044310900008 34.061892461000106, -118.21013599600008 34.061670258000085, -118.20969075000012 34.06146583000007, -118.20918783500008 34.06127473400008, -118.2089638710001 34.06115252200008, -118.20879489200007 34.06109030400009, -118.20877075200008 34.0609836460001, -118.20886999400004 34.06083699000008, -118.20898801100009 34.060750330000104, -118.20921868100008 34.060750330000104, -118.20948422000009 34.06075255200009, -118.20971489000009 34.06075477400007, -118.20984631800006 34.06062811600007, -118.20998311000007 34.06045035100008, -118.2100287080001 34.060401466000066))",10,Boyle Heights,Boyle Hts,7,Community Dash,Boyle Heights,"http://www.ladottransit.com/dash/?nla_win=p,75,75"
